,sentence,task,label,encoded,output,target
2800,The experiments were only done on simple image datasets.,fine,none,9.0,9,9
2801,I am wondering this method can be applied to other complex datasets whose latent factors are unknown.,fine,none,9.0,2,9
2802,"4. I do not understand this: ""to fit well the method overfitting rate"" in Section 3.3.",fine,none,9.0,9,9
2803,Minors:,fine,arg-structuring_heading,6.0,6,6
2804,(1) than -> that,fine,arg-request_typo,5.0,5,5
2805,"(2) Eq. (3): is there a superscription ""(j)"" on z_canon in decoder?",fine,arg-request_typo,5.0,3,5
2806,i have change my rating from 5 to 6 after reading the numerous and thorough rebuttals from the authors.,fine,none,9.0,9,9
2807,I hope they will incorporate these clarifications and additional experiments into the final version of the paper if accepted.,fine,none,9.0,9,9
2808,The purpose of this paper is presumably to approximate the margin of a sample as accurately as possible.,fine,arg-structuring_summary,8.0,8,8
2809,This is clearly an intractable problem.,fine,arg-structuring_summary,8.0,9,8
2810,"Thus all attacks make some kind of approximation, including this paper.",fine,arg-structuring_summary,8.0,8,8
2811,"I am still a bit confused about the difference between ""zero-confidence attacks"" and those that don't fall into that category such as PGD.",fine,none,9.0,9,9
2812,"Since all of these are approximations, and we cannot know how far we are from the true margin, I don't see why these categories help.",fine,none,9.0,9,9
2813,The authors spend two paragraphs in the introduction trying to draw a distinction but I am still not convinced.,fine,none,9.0,9,9
2814,"The proofs provided by the authors assume that convexity and many assumptions, which makes it not very useful for the real world case.",fine,none,9.0,9,9
2815,"What would have been helpful is to show the accuracy of their margin for simple binary toy 2D problems, where the true margin and their approximation can be visualized.",fine,arg-request_experiment,2.0,2,2
2816,This was not done.,fine,none,9.0,9,9
2817,This reduces the paper to an empirical exercise rather than a true understanding of their method's advantages and limitations.,fine,none,9.0,9,9
2818,"Finally, the experimental results do not show any significant advantage over PGD, either in running time (they are slower) or norm perturbation.",fine,none,9.0,9,9
2819,"Thus their novelty rests on the definition of zero confidence attack, and of the importance of such a attack.",fine,none,9.0,9,9
2820,So clarifying the above question will help to judge the paper's novelty.,fine,arg-request_clarification,0.0,1,0
2821,This paper proposes a method for unsupervised learning  of data representations that can be manipulated to remove factors of variation via linear transformations.,fine,arg-structuring_summary,8.0,8,8
2822,These transformations are called canonicalizations in the paper.,fine,arg-structuring_summary,8.0,8,8
2823,"The canonicalizations are trained such that images for arbitrary values of the corresponding factor of variation are transformed into images with a fixed, canonical, value for that factor.",fine,arg-structuring_summary,8.0,8,8
2824,"The paper proposes a model architecture based on a denoising autoencoder, where the canonicalizations are applied to the encoded representation.",fine,arg-structuring_summary,8.0,8,8
2825,It also proposes a loss function and sampling scheme for training the model.,fine,arg-structuring_summary,8.0,8,8
2826,"The paper demonstrates the method on the dSprites dataset, showing that it can effectively learn linear canonicalizations, and that multiple of these canonicalizations can be applied to the same image representation.",fine,arg-structuring_summary,8.0,8,8
2827,"The paper goes on to test the method on a digit classification task, where the model is trained to learn a representation in a simulator for SVHN data where the transformations to be canonicalized can be controlled, and  used to train a classifier on unseen real data from the SVHN test set.",fine,arg-structuring_summary,8.0,8,8
2828,"I think this paper should be accepted as it proposes a novel idea, which does not seem too difficult to reproduce, describes a simulator for synthetic data for digit recognition, and proposes it as a benchmark for learning representations, and provides experimental results that help in better understanding the representation learned by the model.",fine,none,9.0,9,9
2829,A couple things I thought were missing in the paper:,fine,arg-structuring_heading,6.0,6,6
2830,Did you try applying the classification loss to both the encoded representation and the canonicalized representation at the same time?,fine,arg-request_explanation,3.0,3,3
2831,"For Figure 2, Did you try applying canonicalizations in different orders? Do they give the same results?",fine,arg-request_explanation,3.0,3,3
2832,"Instead of trying to learn idempotency by gradient descent, you could try to parametrize the canonicalizations with a matrix X, such that C =  X (X^T X)^{-1} X^T. C will be idempotent (although restricted to be symmetric).",fine,none,9.0,9,9
2833,There might be other constructions that are more efficient and less restrictive.,fine,none,9.0,9,9
2834,I'm not sure I understand the PCA figures. Can you please explain how the first principal component was used to generate them?,fine,arg-request_explanation,3.0,3,3
2835,Minor comments:,fine,arg-structuring_heading,6.0,6,6
2836,"* ""data  tripets"" on page 2",fine,arg-request_typo,5.0,1,5
2837,* Figure 5 should appear after Figure 4.,fine,arg-request_edit,1.0,1,1
2838,This paper proposes a new application of embedding techniques for mathematical problem retrieval in adaptive tutoring.,fine,arg-structuring_summary,8.0,8,8
2839,The proposed method performs much better than baseline sentence embedding methods.,fine,arg-structuring_summary,8.0,8,8
2840,Another contribution is on using negative pre-training to deal with an imbalanced training dataset.,fine,arg-structuring_summary,8.0,8,8
2841,"To me this paper is just not good enough - the method essentially i) use ""a professor and two teaching assistants"" to build a ""rule-based concept extractor"" for problems, then ii) map problems into this ""concept space"" and simply treat them as words. There are several problems with this approach.",fine,none,9.0,9,9
2842,"First, doing so does not touch the core of the proposed application.",fine,none,9.0,9,9
2843,"For tutoring applications, the most important thing is to select a problem that can help students improve; even if you can indeed select a problem that is the most similar to another problem, is it the best one to show a student? There are no evaluations on real students in the paper.",fine,none,9.0,9,9
2844,"Moreover, the main difference between math problems and other problems is that there are math expressions; I do not think that using words/concept labels only is enough without touching on the math expressions.",fine,none,9.0,9,9
2845,"Second, the proposed method does not sound scalable - the use of a professor and two teaching assistants to construct the concept extractor, and the use of an expert TA to select a small set of informative words.",fine,none,9.0,9,9
2846,I am not sure how this will generalize to a larger number of problem spanning many different domains.,fine,none,9.0,9,9
2847,I also had a hard time going through the paper - there aren't many details.,fine,none,9.0,9,9
2848,"Section 2.1 is where the method is proposed, yet most of the descriptions there are unclear. Without these details it is impossible to judge the novelty of the ""rule-based concept extractor"", which is the key technical innovation.",fine,none,9.0,9,9
2849,This paper studies the generalization properties of Recurrent Neural Networks (RNN) and its variants for the sequence to sequence multiclass prediction problem.,fine,arg-structuring_summary,8.0,8,8
2850,The problem is important to understand in the theoretical machine learning community.,fine,none,9.0,9,9
2851,"The paper is written well overall, clearly explaining the results obtained.",fine,none,9.0,9,9
2852,I would like to raise several important points:,fine,arg-structuring_heading,6.0,6,6
2853,"1. Missing comparison with parameter counting bounds: there has been a long line of research on generalization bounds for RNNs by obtaining bounds on the VC dimension of the function class [1, 2] which provide generalization bounds for various non-linearities.",fine,none,9.0,9,9
2854,The bounds obtained are polynomial in the sequence length T (often sublinear or linear) and should be compared with the existing bounds for a thorough comparison.,fine,arg-request_experiment,2.0,2,2
2855,2. Vacuous bounds in the regime \beta >1: Most recurrent architectures with no restrictions on the transition matrices work in the regime where they are more expressive and \beta >1.,fine,none,9.0,9,9
2856,A quick glance at Table 1 suggests that the bounds obtained through Theorem 3 are exponential in t and are mostly vacuous.,fine,none,9.0,9,9
2857,They can indeed be subsumed by generalization bounds based on VC theory.,fine,none,9.0,9,9
2858,The bound obtained in Theorem 2 comes rather easily from the bounded assumption on the non-linearity and is this not very interesting.,fine,none,9.0,9,9
2859,"3. Technical contribution: While the authors propose the first bounds for LSTMs and MGUs, most of the analysis seems to be a marginal contribution over the work of Bartlett et al. [3]",fine,none,9.0,9,9
2860,"4. Missing experiments to validate nature of bounds: Bartlett et al. [3] performed extensive experiments to exhibit the correct scaling of the generalization bounds with the ""model complexity"" introduced upto numerical constants.",fine,none,9.0,9,9
2861,It would be good to have some experiments in the sequence to sequence setting to understand if the obtained complexities are in fact what one would expect in practice.,fine,arg-request_experiment,2.0,2,2
2862,"[1] Koiran, Pascal, and Eduardo D. Sontag. ""Vapnik-Chervonenkis Dimension of Recurrent Neural Networks."" Discrete Applied Mathematics 86.1 (1998): 63-79.",fine,none,9.0,9,9
2863,"[2] Dasgupta, Bhaskar, and Eduardo D. Sontag. ""Sample complexity for learning recurrent perceptron mappings."" Advances in Neural Information Processing Systems. 1996.",fine,none,9.0,9,9
2864,"[3] Bartlett, Peter L., Dylan J. Foster, and Matus J. Telgarsky. ""Spectrally-normalized margin bounds for neural networks."" Advances in Neural Information Processing Systems. 2017.",fine,none,9.0,9,9
2865,PROS:,fine,arg-structuring_heading,6.0,6,6
2866,"* Original idea of using separate ""discriminator"" paths for unknown classes",fine,none,9.0,9,9
2867,* Thorough theoretical explanation,fine,none,9.0,9,9
2868,*,fine,none,9.0,9,9
2869,A variety of experiments,fine,none,9.0,9,9
2870,"* Very well-written, and clear paper",fine,none,9.0,9,9
2871,CONS:,fine,arg-structuring_heading,6.0,6,6
2872,* The biggest problem for me was the unconvincing results.,fine,none,9.0,9,9
2873,"MNIST-to-MNIST-M has better baselines  (PixelDA performed better on this task for example), Office is not suitable for domain adaptation experiments anymore unless one wants to be in a few-datasample regime or work with data with noisy labels(the dataset is plagued with label pollution, and there are too few examples per class per domain for NN-based domain adaptation); the results on CELL were not convincing, I don't know the dataset but it seems that baseline NN does better than DA most of the times.",fine,none,9.0,9,9
2874,* Comparison with other methods did not take into account a variety of hyperparameters.,fine,none,9.0,9,9
2875,"Although I do understand the problem of evaluation in unsupervised DA, this should have at least been done in the semi-supervised case, and some analysis/discussion should be included for the unsupervised one.",fine,arg-request_edit,1.0,9,1
2876,What if the proposed method performs that much better than baselines but they hyperparameters are not set correctly?,fine,arg-request_explanation,3.0,3,3
2877,"This paper shows that Hamiltonian gradient descent (HGD), which is gradient descent on the norm of the squared norm of the vector field, achieves linear convergence for a broader range of problems than bilinear and convex-strongly concave formulations.",fine,arg-structuring_summary,8.0,8,8
2878,"In particular, the authors show the result for convex-concave problems satisfying a “sufficiently bilinear” condition that is related to the PL conditions.",fine,arg-structuring_summary,8.0,8,8
2879,"Finally, the authors argue that consensus optimization (CO) can be viewed as a perturbation of HGD when the parameter choice is big enough.",fine,arg-structuring_summary,8.0,8,8
2880,From this viewpoint they derive convergence rates for CO on the broader set of problems.,fine,arg-structuring_summary,8.0,8,8
2881,This provides some further theoretical justification of the success of CO on large scale GAN problems.,fine,arg-structuring_summary,8.0,8,8
2882,"The paper is presented in a clear manner, with the objectives and analysis techniques delineated in the main paper.",fine,arg-structuring_summary,8.0,8,8
2883,This was helpful to get a sense of the main points before going through the appendix.,fine,arg-structuring_summary,8.0,8,8
2884,"The objective of the paper is to extend the problem settings for which there is last iterate min-max convergence rates, which now exist for bilinear, strongly convex-strongly concave, and convex-strongly concave problems.",fine,arg-structuring_summary,8.0,8,8
2885,The authors achieve this by analyzing HGD and giving convergence rates for when a “sufficiently bilinear condition is satisfied”.,fine,arg-structuring_summary,8.0,8,8
2886,The primary idea behind the proof techniques is to show that the objective (Hamiltonian) satisfies the PL condition.,fine,arg-structuring_summary,8.0,8,8
2887,I found this to be an interesting approach.,fine,arg-structuring_summary,8.0,9,8
2888,"As a result, the main question in evaluating this paper is on the significance of the result and the generality of the “sufficiently bilinear” condition.",fine,arg-structuring_summary,8.0,8,8
2889,I tend to lean toward the result carrying some significance since it does extend the class of problems for which the convergence rates exists.,fine,none,9.0,9,9
2890,"However, the weakness is that the condition is opaque and it is not entirely clear how broad of class of problems this condition would apply to.",fine,none,9.0,9,9
2891,I do acknowledge that the authors did a reasonable job of trying to clear this up in section 3.2 and section G of the appendix.,fine,none,9.0,9,9
2892,It did still leave me wanting more with respect to the practical significance though.,fine,none,9.0,9,9
2893,"Finally, I found the connection to CO valuable.",fine,none,9.0,9,9
2894,"In particular, since this paper does not show large-scale experiments, the connection serves to provide some more theoretical evidence for they CO performs well in practice.",fine,none,9.0,9,9
2895,Post Author Response: Thanks for the response. I agree with your perspective and think this paper should be accepted.,fine,none,9.0,9,9
2896,The main contributions of the submission are:,fine,arg-structuring_heading,6.0,6,6
2897,"1. A comprehensive empirical comparison of deep learning optimizers, with their performance compared under different amount of hyper-parameter tuning (they perform hyper-parameter tuning using random search).",fine,arg-structuring_summary,8.0,8,8
2898,"2. The introduction of a novel metric that tries to capture the ""tunability"" of an optimizer.",fine,arg-structuring_summary,8.0,8,8
2899,"This metric attempts to trade off the performance of an optimizer when tuned only with a small number of hyper-parameter trials, and its performance when carefully tuned.",fine,arg-structuring_summary,8.0,8,8
2900,"The metric is defined as a weighted average of the performance after tuning with i random trials, with i that goes from 1 to K.",fine,arg-structuring_summary,8.0,8,8
2901,"The weights of this weighted average and K are ""hyper-parameters"" of the metric itself.",fine,arg-structuring_summary,8.0,8,8
2902,They use K=100 and suggest 3 possible choices of weights.,fine,arg-structuring_summary,8.0,8,8
2903,The paper appears to treat 2. as the main contribution.,fine,arg-structuring_summary,8.0,9,8
2904,"However, I do not think the metric they introduce is good enough to be recommended in future work, when comparing tunability of optimizers (or other algorithms with hyperparameters).",fine,none,9.0,9,9
2905,"The reason is that simpler methods provide just as much information, and do not rely on the need of interpreting the choice of the weights and K. This point is proven in the paper itself, where for example Figure 2 provides a more concrete and easier to interpret information than the tunability metric, similar graphs could be easily provided per dataset.",fine,none,9.0,9,9
2906,"Similarly, figure 3 as well as figures 5-7 and 8 in the appendix provide very good information about the tunability of the various optimizers without using the introduced metrics.",fine,none,9.0,9,9
2907,"Information similar (although not identical) to that summarized in table 5 could be captured by substituting the 3 metrics with the best performance after tuning for 4, 16 and 64 iterations respectively (just as examples).",fine,none,9.0,9,9
2908,"A stronger contribution is 1., which however is somewhat incremental compared to similar comparisons made in the past.",fine,none,9.0,9,9
2909,"Comparisons which, while mentioned, should perhaps have been discussed and compared more in detail in this work.",fine,none,9.0,9,9
2910,"Overall, I do not feel the comparisons dramatically change the qualitative understanding the field has of the different optimizers and their tunability.",fine,none,9.0,9,9
2911,"They also suggest that when the tuning budget is low, using Adam but tuning only the learning rate is beneficial, which could be a valuable and practical suggestion.",fine,none,9.0,9,9
2912,"I enjoyed reading the submission, which is very clearly written, but due to the relatively limited value of the contributions, and excessive focus on the tunability metric which I do not feel is giustified, I slightly lean against acceptance here at ICLR. I do think, however, that it would make a great submission to a smaller venue or workshop.",fine,none,9.0,9,9
2913,Other comments/notes:,fine,arg-structuring_heading,6.0,6,6
2914,"* One aspects that is mostly left out of the discussion (except from one side comment) is the wallclock time, as some optimizers might be on average quicker to train (for example due to quicker convergence), this can easily lead it to be quicker to tune even though it requires a higher budget of trials.",fine,none,9.0,9,9
2915,I think it would be worth discussing this more.,fine,arg-request_explanation,3.0,2,3
2916,"* minor: in figure 8 in the appendix, the results after 100 iterations is, as far as I understand, over a single replication, so is not particularly reliable (and will always be 100% of a single optimizer)",fine,none,9.0,9,9
2917,"* similarly to the above, if the configurations are always sampled from the same 100, confidence intervals in the graphs become less reliable as the budget increases.",fine,none,9.0,9,9
2918,Review for MANIFOLD REGULARIZATION WITH GANS FOR SEMISUPERVISED LEARNING,fine,arg-structuring_heading,6.0,9,6
2919,Summary:,fine,arg-structuring_heading,6.0,6,6
2920,The paper proposed to incorporate a manifold regularization penalty to the GAN to adapt to semi-supervised learning.,fine,arg-structuring_summary,8.0,8,8
2921,They approximate this penalty empirically by calculating stochastic finite differences of the generator’s latent variables.,fine,arg-structuring_summary,8.0,8,8
2922,The paper does a good job of motivating the additional regularization penalty and their approximation to it with a series of experiments and intuitive explanations.,fine,arg-structuring_summary,8.0,9,8
2923,The experiment results are very through and overall promising.,fine,none,9.0,9,9
2924,The paper is presented in a clear manner with only minor issues.,fine,none,9.0,9,9
2925,Novelty/Significance:,fine,arg-structuring_heading,6.0,6,6
2926,The authors’ add a manifold regularization penalty to GAN discriminator’s loss function.,fine,arg-structuring_summary,8.0,8,8
2927,"While this is a simple and seemingly obvious approach, it had to be done by someone.",fine,none,9.0,9,9
2928,"Thus while I don’t think their algorithm is super novel, it is significant and thus novel enough.",fine,none,9.0,9,9
2929,"Additionally, the authors’ use of gradients of the generator as an approximation for the manifold penalty is a clever.",fine,none,9.0,9,9
2930,Questions/Clarity:,fine,arg-structuring_heading,6.0,6,6
2931,It would be helpful to note in the description of Table 3 what is better (higher/lower).,fine,arg-request_edit,1.0,2,1
2932,Also Table 3 seems to have standard deviations missing in Supervised DCGANs and Improved GAN for 4000 labels. And is there an explanation on why there isn’t an improvement in the FID score of SVHN for 1000 labels?,fine,arg-request_explanation,3.0,3,3
2933,"What is the first line of Table 4? Is it supposed to be combined with the second? If not, then it is missing results. And is the Pi model missing results or can it not be run on too few labels? If it can’t be run, it would be helpful to state this.",fine,arg-request_clarification,0.0,3,0
2934,"On page 11, “in Figure A2” the first word needs to be capitalized.",fine,arg-request_typo,5.0,1,5
2935,"In Figure A1, why is there a dark point at one point in the inner circle? What makes the gradient super high there?",fine,arg-request_clarification,0.0,3,0
2936,What are the differences of the 6 pictures in Figure A7? Iterations?,fine,arg-request_clarification,0.0,3,0
2937,The paper focuses on the generalization performance of RNNs and its variant in a theoretical perspective.,fine,arg-structuring_summary,8.0,8,8
2938,"Compared to the previous result (Zhang et al., 2018) for RNNs, this paper refines the generalization bounds for vanilla RNNs in all cases and fills the blank for RNN variants like MGU and LSTM.",fine,arg-structuring_summary,8.0,8,8
2939,"Specifically, in the work of Zhang et al. (2018), the complexity term quadratically depends on the layer (or say, current sequence length, denoted by t in original paper), making it less instructive.",fine,arg-structuring_summary,8.0,8,8
2940,"This paper improves it to at most linear dependence and can achieve at logarithmic dependence in some cases, which should be accredited.",fine,arg-structuring_summary,8.0,8,8
2941,The key step in the proof is Lemma 2.,fine,arg-structuring_summary,8.0,8,8
2942,"In Lemma 2, the spectral norms of weight matrices and the number of weight parameters are decoupled.",fine,arg-structuring_summary,8.0,8,8
2943,"With Lemma 2, it is natural to construct a epsilon-net for RNNs and then upper bound the empirical Rademacher complexity by Dudley’s entropy integral, since such methodology is not so novel.",fine,arg-structuring_summary,8.0,9,8
2944,"Bartlett, et al. (2017) developed this technique to analyze the generalization bound for neural networks in a margin-based multiclass classification.",fine,arg-structuring_summary,8.0,8,8
2945,"However, it seems a little unexplainable to apply a technique developed from classification to analyze RNNs, since the main task of RNNs never should be classification.",fine,none,9.0,9,9
2946,I wonder the motivation of analyzing generalization of RNNs by the techniques established by Bartlett.,fine,arg-request_explanation,3.0,2,3
2947,This paper seeks to understand the AlphaGo Zero (AGZ) algorithm and extend the algorithm to regular sequential decision-making problems.,fine,arg-structuring_summary,8.0,8,8
2948,"Specifically, the paper answers three questions regarding AGZ: (i) What is the optimal policy that AGZ is trying to learn?",fine,arg-structuring_summary,8.0,8,8
2949,(ii) Why is cross-entropy the right objective?,fine,arg-structuring_summary,8.0,3,8
2950,(iii) How does AGZ extend to generic sequential decision-making problems?,fine,arg-structuring_summary,8.0,3,8
2951,"This paper shows that AGZ’s optimal policy is a Nash equilibrium, the KL divergence bounds distance to optimal reward, and the two-player zero-sum game could be applied to sequential decision making by introducing the concept of robust MDP.",fine,arg-structuring_summary,8.0,8,8
2952,Overall the paper is well written.,fine,none,9.0,9,9
2953,"However, there are several concerns about this paper.",fine,arg-structuring_heading,6.0,9,6
2954,"In fact, the key results obtained in this paper is that minimizing the KL-divergence between the parametric policy and the optimal policy (Nash equilibrium) (using SGD) will converge to the optimal policy.",fine,arg-structuring_summary,8.0,8,8
2955,"It is based on a bound (2), which states that when the KL-divergence between a policy and the optimal policy goes to zero then the return for the policy will approach that of the optimal policy.",fine,arg-structuring_summary,8.0,8,8
2956,"This bound is not so surprising because as long as certain regularity condition holds, the policies being close should lead to the returns being close.",fine,none,9.0,9,9
2957,"Therefore, it is an overclaim that the KL-divergence bound (2) provides an immediate justification for AGZ’s core learning algorithm.",fine,none,9.0,9,9
2958,"As mentioned earlier, the actual conclusion in Section 4.2 is that minimizing the KL-divergence between the parametric policy and the optimal policy by SGD will converge to the optimal policy, which is straightforward and is not what AlphaGo Zero does.",fine,none,9.0,9,9
2959,This is because there is an important gap: the MCTS policy is not the same as the optimal policy.,fine,none,9.0,9,9
2960,The effect of the imperfection in the target policy is not taken into account in the paper.,fine,none,9.0,9,9
2961,"A more interesting question to study is how this gap affect the iterative algorithm, and whether/how the error in the imperfect target policy accumulates/diminishes so that iteratively minimizing KL-divergence with imperfect \pi* (by MCTS) could still lead to optimal policy (Nash equilibrium).",fine,arg-request_experiment,2.0,2,2
2962,"Furthermore, the robust MDP view of the AGZ in sequential decision-making problems is not so impressive either.",fine,none,9.0,9,9
2963,"It is more or less like a reformulation of the AGZ setting in the MDP problem. And it is commonly known that two-player zero-sum game is closely related to minimax robust control. Therefore, it cannot be called as “generalizing AlphaGo Zero” as stated in the title of the paper.",fine,none,9.0,9,9
2964,The paper proposes to use the triplet loss as a convex relaxation of the ordinal embedding problem.,fine,arg-structuring_summary,8.0,8,8
2965,The loss is solved using feed-forward neural network with the input to the network being the ids of the items encoded in binary codes.,fine,arg-structuring_summary,8.0,8,8
2966,The benefit of using a deep network is to exploit its optimization capability and the parallelism on GPUs.,fine,none,9.0,9,9
2967,The experiments presented in the paper include a set of simulation experiments and a real-world task.,fine,arg-structuring_summary,8.0,8,8
2968,I am giving a score of 3.,fine,none,9.0,9,9
2969,"This work is an interesting application of deep learning, but it gives little insight as to why deep networks are able to solve the problem and how to solve ordinal embedding itself.",fine,none,9.0,9,9
2970,"To elaborate, the problem is known to be NP-hard in the worst case, while the data sets used in the paper seem to have certain nice properties.",fine,none,9.0,9,9
2971,It would be interesting to see how deep networks do for the hard cases.,fine,arg-request_experiment,2.0,2,2
2972,"It would also be interesting to see if additional assumptions, such as the existence of clusters or separation between clusters, make ordinal embedding simpler and thus tractable.",fine,arg-request_result,4.0,2,4
2973,"Another approach is to assume the solution to have low surrogate loss (4), and any convex solver with sufficiently large number of points is able to find such a solution.",fine,none,9.0,9,9
2974,Then the question becomes how deep networks solve the particular convex optimization problem.,fine,none,9.0,9,9
2975,Thinking along these directions would bring more insight and impact to both the ordinal embedding problem and optimization in deep networks.,fine,arg-request_result,4.0,2,4
2976,one quick question:,fine,arg-structuring_heading,6.0,6,6
2977,equations (3) and (4),fine,arg-structuring_heading,6.0,6,6
2978,--> isn't this the same as using the hinge loss to bound the zero-one loss?,fine,arg-request_clarification,0.0,3,0
2979,Summary,fine,arg-structuring_heading,6.0,6,6
2980,"The paper proposes to modify the ""Dual Learning"" approach to supervised (and unsupervised) translation problems by making use of additional pretrained mappings for both directions (i.e. primal and dual).",fine,arg-structuring_summary,8.0,8,8
2981,"These pre-trained mappings (""agents"") generate targets from the primal to the dual domain, which need to be mapped back to the original input.",fine,arg-structuring_summary,8.0,8,8
2982,It is shown that having >=1 additional agents improves training of the BLEU score in standard MT and unsupervised MT tasks.,fine,arg-structuring_summary,8.0,8,8
2983,"The method is also applied to unsupervised image-to-image ""translation"" tasks.",fine,arg-structuring_summary,8.0,8,8
2984,Positives and Negatives,fine,arg-structuring_heading,6.0,6,6
2985,+1 Simple and straightforward method with pretty good results on language translation.,fine,none,9.0,9,9
2986,"+2 Does not require additional computation during inference, unlike ensembling.",fine,arg-structuring_summary,8.0,9,8
2987,-1 The mathematics in section 3.1 is unclear and potentially flawed (more below).,fine,none,9.0,9,9
2988,"-2 Diversity of additional ""agents"" not analyzed (more below).",fine,none,9.0,9,9
2989,"-3 For image-to-image translation experiments, no quantitative analysis whatsoever is offered so the reader can't really conclude anything about the effect of the proposed method in this domain.",fine,none,9.0,9,9
2990,"-4 Talking about ""agents"" and ""Multi-Agent"" is a somewhat confusing given the slightly different use of the same term in the reinforcement literature. Why not just ""mapping"" or ""network""?",fine,arg-request_explanation,3.0,3,3
2991,-1: Potential Issues with the Maths.,fine,arg-structuring_heading,6.0,6,6
2992,"The maths is not clear, in particular the gradient derivation in equation (8).",fine,none,9.0,9,9
2993,Let's just consider the distortion objective on x (of course it also applies to y without loss of generality).,fine,none,9.0,9,9
2994,"At the very least we need another ""partial"" sign in front of the ""\delta"" function in the numerator.",fine,none,9.0,9,9
2995,"But again, it's not super clear how the paper estimates this derivative.",fine,none,9.0,9,9
2996,"Intuitively the objective wants f_0 to generate samples which, when mapped back to the X domain, have high log-probability under G, but its samples cannot be differentiated in the case of discrete data.",fine,none,9.0,9,9
2997,So is the REINFORCE estimator used or something? Not that the importance sampling matter is orthogonal.,fine,arg-request_explanation,3.0,3,3
2998,"In the case of continuous data x, is the reparameterization trick used?",fine,arg-request_clarification,0.0,3,0
2999,This should at the very least be explained more clearly.,fine,none,9.0,9,9
3000,Note that the importance sampling does not affect this issue.,fine,none,9.0,9,9
3001,-2: Diversity of Agents.,fine,arg-structuring_heading,6.0,6,6
3002,"As with ensembles, clearly it only helps to have multiple agents (N>2) if the additional agents are distinct from f_1 (again without loss of generality this applies to g as well).",fine,none,9.0,9,9
3003,The paper proposes to use different random seeds and iterate over the dataset in a different order for distinct pretrained f_i.,fine,arg-structuring_quote,7.0,8,7
3004,"The paper should quantify that this leads to diverse ""agents"".",fine,arg-request_edit,1.0,1,1
3005,"I suppose the proof is in the pudding; as we have argued, multiple agents can only improve performance if they are distinct, and Figure 1 shows some improvement as the number of agents are increase (no error bars though).",fine,none,9.0,9,9
3006,The biggest jump seems to come from N=1 -> N=2 (although N=4 -> N=5 does see a jump as well).,fine,arg-structuring_quote,7.0,9,7
3007,"Presumably if you get a more diverse pool of agents, that should improve things.",fine,none,9.0,9,9
3008,"Have you considered training different agents on different subsets of the data, or trying different learning algorithms/architectures to learn them?",fine,arg-request_explanation,3.0,3,3
3009,More experiments on the diversity would help make the paper more convincing.,fine,arg-request_experiment,2.0,2,2
3010,This paper develops a mean field theory for batch normalization (BN) in fully-connected networks with randomly initialized weights.,fine,arg-structuring_summary,8.0,8,8
3011,There are a number of interesting predictions made in this paper on the basis of this analysis.,fine,arg-structuring_summary,8.0,8,8
3012,The main technical results of the paper are Theorems 5-8 which compute the statistics of the covariance of the activations and the gradients.,fine,arg-structuring_summary,8.0,8,8
3013,Comments:,fine,arg-structuring_heading,6.0,6,6
3014,1. The observation that gradients explode in spite of BN is quite counter-intuitive. Can you give an intuitive explanation of why this occurs?,fine,arg-request_explanation,3.0,3,3
3015,"2. In a similar vein, there a number of highly technical results in the paper and it would be great if the authors provide an intuitive explanation of their theorems.",fine,arg-request_clarification,0.0,2,0
3016,3. Can the statistics of activations be controlled using activation functions or operations which break the symmetry?,fine,arg-request_explanation,3.0,3,3
3017,"For instance, are BSB1 fixed points good for training neural networks?",fine,arg-request_explanation,3.0,3,3
3018,"4. Mean field analysis, although it lends an insight into the statistics of the activations, needs to connected with empirical observations.",fine,arg-request_experiment,2.0,2,2
3019,"For instance, when the authors observe that the structure of the fixed point is such that activations are of identical norm equally spread apart in terms of angle, this is quite far from practice.",fine,none,9.0,9,9
3020,It would be good to mention this in the introduction or the conclusions.,fine,arg-request_edit,1.0,1,1
3021,Summary:,fine,arg-structuring_heading,6.0,6,6
3022,This paper introduces a generative model for 3D point clouds.,fine,arg-structuring_summary,8.0,8,8
3023,"Authors aim at theoretically showing the difficulties of using existing generative models to learn distributions of point clouds, and propose a variant that supposedly solves the issues.",fine,arg-structuring_summary,8.0,8,8
3024,Pros:,fine,arg-structuring_heading,6.0,6,6
3025,+ The problem of designing generative models for 3D data is important.,fine,none,9.0,9,9
3026,Cons:,fine,arg-structuring_heading,6.0,6,6
3027,"- Paper is often hard to follow, and contains a significant number of typos.",fine,none,9.0,9,9
3028,"- Authors claim to identify a fundamental problem with the existing generative models for point clouds, yet Section 2 tries to show that a _specific version_ that uses DeepSet does not satisfy theoretical guarantees. What if we use e.g. a recurrent network instead?",fine,arg-request_explanation,3.0,3,3
3029,"As is, the counter example proof itself is quite confusing: it would really help if the proof was more formal.",fine,none,9.0,9,9
3030,"- Jointly learning an inference network (Q) has certainly been done before, and I am not sure authors provide an elaborate enough explanation of what is the difference with adversarially learned inference /  adversarial feature learning.",fine,none,9.0,9,9
3031,- It is not clear why authors did not follow the evaluation protocol of [Achlioptas’17] or [Wu’16] more closely.,fine,none,9.0,9,9
3032,"In particular, evaluation for the classification task should be compatible with the proposed model, which would give a much better picture of the learned representations.",fine,none,9.0,9,9
3033,Authors propose a novel combination of RBM feature extractor and CNN classifiers to gain robustness toward adversarial attacks.,fine,arg-structuring_summary,8.0,8,8
