,sentence,task,label,encoded,output,target
3145,"[5] Simonyan, Karen, and Andrew Zisserman. ""Very deep convolutional networks for large-scale image recognition."" arXiv preprint arXiv:1409.1556 (2014).",reb_fine,rebuttal_other,10.0,10,10
3146,"[6] Bartlett, Peter L., Dylan J. Foster, and Matus J. Telgarsky. ""Spectrally-normalized margin bounds for neural networks."" In Advances in Neural Information Processing Systems, pp. 6240-6249. 2017.",reb_fine,rebuttal_other,10.0,10,10
3147,We thank the reviewer for their encouraging words.,reb_fine,rebuttal_social,14.0,14,14
3148,"""There are better baselines for MNIST to MNIST-M"": yes, the presented method might not outperform all other methods on all other datasets. Still, we hope to convince the reviewer that the results on the other datasets are worth being considered.",reb_fine,rebuttal_mitigate-criticism,8.0,7,8
3149,"""Office is not suitable unless one wants to be in a few-datasample regime or work with data with noisy labels"": we would like to point that this regime is quite realistic in Bioimage informatics (noisy, with few samples per class).",reb_fine,rebuttal_mitigate-criticism,8.0,15,8
3150,"""The results on Cell are not convincing"": as our goal is multi-domain learning on this dataset, the relevant performance indicator is the average risk over all domains.",reb_fine,rebuttal_reject-criticism,12.0,1,12
3151,Table 2 details what happens in various categories of cases (on classes with/without labelled samples).,reb_fine,rebuttal_reject-criticism,12.0,15,12
3152,"Despite the (well-known) degradation of the results on labeled classes when one also considers unlabelled classes, the bottom line is that -- regarding the average risk -- our method outperforms the baseline.",reb_fine,rebuttal_reject-criticism,12.0,1,12
3153,"Importantly, MuLANN results on Cell are significantly better than the baseline on all rows which involve unlabeled classes (rows  3, 6, 9, 13), while remaining not significantly different to the baseline on 6/9 of the other rows.",reb_fine,rebuttal_reject-criticism,12.0,1,12
3154,"""Comparison with other methods did not take into account a variety of hyperparameters"".",reb_fine,rebuttal_structuring,15.0,15,15
3155,The reviewer is right.,reb_fine,rebuttal_concede-criticism,3.0,3,3
3156,"Complementary experiments have thus been performed, and tables 1, 2 updated.",reb_fine,rebuttal_done,5.0,5,5
3157,"We investigated the impact of varying the learning rate, the weight lambda on the discriminator loss, the weight dzeta of the known-unknown discrimination loss, the learning rate schedule, lambda schedule as well as using different learning rates for pre-trained layers versus from scratch layers (see Table 5 for more detailed information).",reb_fine,rebuttal_answer,1.0,1,1
3158,"These results show a moderate sensitivity of MuLANN, MADA and DANN wrt hyper-parameters and confirm that MuLANN outperforms both MADA and DANN (detailed results available here https://drive.google.com/file/d/1NjtMKF53qmnx4_Jyvh-ofxb0WjzcDvow/view?usp=sharing).",reb_fine,rebuttal_answer,1.0,1,1
3159,We thank the reviewer for the comments and suggestions.,reb_fine,rebuttal_social,14.0,14,14
3160,"Our paper indeed focuses on theoretical results, but we believe the theory has some practical implications as well.",reb_fine,rebuttal_summary,16.0,1,16
3161,"In particular, while the exact form of the sufficiently bilinear condition may be somewhat unwieldy, the result gives concrete evidence that having higher bilinearity can aid convergence for certain algorithms, even for settings that are not purely bilinear.",reb_fine,rebuttal_summary,16.0,1,16
3162,This indicates that one should pay attention to the magnitude and condition number of the off-diagonal of the Jacobian when constructing a min-max problem and choosing an algorithm to solve the problem.,reb_fine,rebuttal_summary,16.0,1,16
3163,Thank you for your review of our work.,reb_fine,rebuttal_social,14.0,14,14
3164,The following are your concerns of our work:,reb_fine,rebuttal_structuring,15.0,15,15
3165,a. Limited contribution to the qualitative understanding of the optimizers,reb_fine,rebuttal_structuring,15.0,15,15
3166,a.i. Informativeness of the proposed w-tunability metric,reb_fine,rebuttal_structuring,15.0,15,15
3167,b. Using wall-clock time instead of number of HPO oracle calls,reb_fine,rebuttal_structuring,15.0,15,15
3168,We address these concerns one-by-one.,reb_fine,rebuttal_structuring,15.0,15,15
3169,a. Limited contribution to the qualitative understanding of the optimizers:,reb_fine,rebuttal_structuring,15.0,15,15
3170,"We consider the three main contributions of our work to be 1) a systematic evaluation protocol of optimizers, with off-the-shelf HPO to account for the cost of tuning of hyperparameters.",reb_fine,rebuttal_summary,16.0,1,16
3171,"This is missing in existing papers, which consider best attained performance alone.",reb_fine,rebuttal_reject-criticism,12.0,1,12
3172,"The importance of a proper hyperparameter search protocol is emphasized by Choi et al., 2019 (published after our submission and under review at ICLR).",reb_fine,rebuttal_reject-criticism,12.0,1,12
3173,"2) a “w-tunability” measure of the cost of hyperparameter optimization, and 3) under the experiments considered we find that Adam (with default beta and epsilon values) is the most tunable.",reb_fine,rebuttal_summary,16.0,1,16
3174,a.i. Informativeness of the tunability metric:,reb_fine,rebuttal_structuring,15.0,15,15
3175,"We propose w-tunability as a metric to incorporate the HPO tuning too in reporting the performance of an optimizer, and compute it as a linear combination of the incumbents of the HPO algorithm, though one can use an arbitrarily complex function trading off interpretability.",reb_fine,rebuttal_summary,16.0,1,16
3176,It is true that Figures 4-7 essentially contain all the information needed to judge about the optimizer’s tunability.,reb_fine,rebuttal_concede-criticism,3.0,3,3
3177,"However, a metric that is easy to compute, interpret and compare optimizers across tasks is crucial, for which we propose w-tunability.",reb_fine,rebuttal_summary,16.0,1,16
3178,"This is analogous to computing specific quantities like accuracy, FPR, TPR from the confusion matrix, even though a confusion matrix contains all the information (and is quite cumbersome to compare).",reb_fine,rebuttal_summary,16.0,1,16
3179,"The summary metric in Figure 2 provides a different interpretation: It reports a normalized performance i.e., the  normalized incumbent performance at iteration $k$. This doesn’t explicitly include information about the previous $k-1$ iterations (which is our central argument).",reb_fine,rebuttal_reject-criticism,12.0,1,12
3180,Thus our proposed tunability metric provides more information than the summary statistics plot (figure 2).,reb_fine,rebuttal_reject-criticism,12.0,1,12
3181,"Due to this novelty, we argue that our setup does contribute to the qualitative understanding of the optimizers.",reb_fine,rebuttal_reject-criticism,12.0,1,12
3182,"In fact, it yields to a drastically different valuation of adaptive gradient methods than popular previous work (Wilson et al, Shah et al).",reb_fine,rebuttal_reject-criticism,12.0,1,12
3183,You mention that our work is incremental to the work on benchmarking of optimizers.,reb_fine,rebuttal_structuring,15.0,15,15
3184,Can you please provide respective references?,reb_fine,rebuttal_followup,6.0,15,6
3185,We have modified parts of our paper to reflect these arguments better.,reb_fine,rebuttal_done,5.0,5,5
3186,b. Using wall-clock time instead of HPO oracle calls:,reb_fine,rebuttal_structuring,15.0,15,15
3187,Our reason for using a number of configuration trials instead of a time budget is that measuring number of hyperparameter configuration searches required is more relevant to understand the optimizers’ dependence on the hyperparameters.,reb_fine,rebuttal_answer,1.0,1,1
3188,"However, we completely agree with you that computational budget is a relevant factor from the practitioner’s point of view, and added a discussion of this in Appendix E of the paper.",reb_fine,rebuttal_done,5.0,3,5
3189,"As you rightfully point out, the adaptive optimizers tend to converge in fewer number of epochs, amplifying the results that favor Adam over the variants of SGD.",reb_fine,rebuttal_summary,16.0,1,16
3190,References:,reb_fine,rebuttal_structuring,15.0,15,15
3191,"Wilson, Ashia C., et al. ""The marginal value of adaptive gradient methods in machine learning."" Advances in Neural Information Processing Systems. 2017.",reb_fine,rebuttal_other,10.0,10,10
3192,"Shah, Vatsal, Anastasios Kyrillidis, and Sujay Sanghavi. ""Minimum norm solutions do not always generalize well for over-parameterized problems."" arXiv preprint arXiv:1811.07055 (2018).",reb_fine,rebuttal_other,10.0,10,10
3193,"Choi, Dami, et al. ""On Empirical Comparisons of Optimizers for Deep Learning."" arXiv preprint arXiv:1910.05446 (2019).",reb_fine,rebuttal_other,10.0,10,10
3194,Thank you for your encouraging comments especially with regards to novelty and thoroughness of our experiments.,reb_fine,rebuttal_social,14.0,14,14
3195,We have addressed the minor issues you highlighted; answers to your questions are also provided below:,reb_fine,rebuttal_structuring,15.0,15,15
3196,"Q: ""It would be helpful to note in the description of Table 3 what is better (higher/lower).""",reb_fine,rebuttal_structuring,15.0,15,15
3197,A: We have updated the table description (now Table 4) as suggested.,reb_fine,rebuttal_done,5.0,5,5
3198,"Q: ""Also Table 3 seems to have standard deviations missing in Supervised DCGANs.""",reb_fine,rebuttal_structuring,15.0,15,15
3199,A: The results we reported were taken from (Gulrajani et al. 2017) which did not include standard deviations for this setting.,reb_fine,rebuttal_refute-question,11.0,1,11
3200,"Q: ""And is there an explanation on why there isn’t an improvement in the FID score of SVHN for 1000 labels?""",reb_fine,rebuttal_structuring,15.0,15,15
3201,A: We re-checked our FID computation for this case and fixed a bug.,reb_fine,rebuttal_concede-criticism,3.0,5,3
3202,"We have updated the paper with updated FID scores; we note there is a high variance in the FID so while there is an improvement on average, it occasionally may not be better.",reb_fine,rebuttal_done,5.0,5,5
3203,"Q: ""What is the first line of Table 4? Is it supposed to be combined with the second?""",reb_fine,rebuttal_structuring,15.0,15,15
3204,"A: It is the reference from which all 3 results (Supervised, Pi Model and Mean Teacher) were taken from; we have made this clearer in the revised paper.",reb_fine,rebuttal_answer,1.0,1,1
3205,"Q: ""And is the Pi model missing results or can it not be run on too few labels?""",reb_fine,rebuttal_structuring,15.0,15,15
3206,"A: We have updated the table with results on fewer labels reported in (Tarvainen & Valpola, 2017); results on fewer labels were not reported in (Laine & Aila 2017).",reb_fine,rebuttal_done,5.0,5,5
3207,"Q: ""In Figure A1, why is there a dark point at one point in the inner circle? What makes the gradient super high there ?""",reb_fine,rebuttal_structuring,15.0,15,15
3208,A: This is because the classifier is not smooth in this region.,reb_fine,rebuttal_answer,1.0,1,1
3209,The classifier is probably not constrained enough.,reb_fine,rebuttal_answer,1.0,1,1
3210,"Q:""What are the differences of the 6 pictures in Figure A7? Iterations?""",reb_fine,rebuttal_structuring,15.0,15,15
3211,A: These are the results from 6 different runs.,reb_fine,rebuttal_answer,1.0,1,1
3212,1. Comment:,reb_fine,rebuttal_structuring,15.0,15,15
3213,"However, it seems a little unexplainable to apply a technique developed from classification to analyze RNNs, since the main task of RNNs never should be classification.",reb_fine,rebuttal_structuring,15.0,15,15
3214,1. Response:,reb_fine,rebuttal_structuring,15.0,15,15
3215,We study seq2seq classification tasks since they have been widely used in real world applications for RNNs.,reb_fine,rebuttal_answer,1.0,1,1
3216,"To name a few, in speech recognition, [1] hybridizes hidden Markov model with RNNs to label unsegmented sequence data; In computer vision, [2, 3] demonstrate scene labeling with LSTM and RNNs, achieving higher accuracy than baseline methods; In healthcare, [4] proposes a model, Doctor AI, to perform multiple label prediction (one for each disease or medication category).",reb_fine,rebuttal_answer,1.0,1,1
3217,"In addition, [5, 6] both apply RNNs to real-world healthcare datasets (MIMIC-III, PhysioNet, and ICU data) for mortality prediction and other multiple classifications tasks.",reb_fine,rebuttal_answer,1.0,1,1
3218,We establish bounds for classification because it is typical in learning theory and is easy to compare among existing literature.,reb_fine,rebuttal_answer,1.0,1,1
3219,"On the other hand, our analysis applies in other tasks as long as a suitable Lipschitz loss function is chosen.",reb_fine,rebuttal_answer,1.0,1,1
3220,"Specifically, Lemma 4 establishes an upper bound for empirical Rademacher complexity of general Lipschitz loss functions (the last line in Appendix A.4).",reb_fine,rebuttal_answer,1.0,1,1
3221,"By replacing the loss function in Lemma 1, we can derive generalization bounds for various tasks other than classification.",reb_fine,rebuttal_answer,1.0,1,1
3222,References,reb_fine,rebuttal_structuring,15.0,15,15
3223,"[1] Graves, Alex, Santiago Fernández, Faustino Gomez, and Jürgen Schmidhuber. ""Connectionist temporal classification: labelling unsegmented sequence data with recurrent neural networks."" In Proceedings of the 23rd international conference on Machine learning, pp. 369-376. ACM, 2006.",reb_fine,rebuttal_other,10.0,10,10
3224,"[2] Byeon, Wonmin, Thomas M. Breuel, Federico Raue, and Marcus Liwicki. ""Scene labeling with lstm recurrent neural networks."" In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition, pp. 3547-3555. 2015.",reb_fine,rebuttal_other,10.0,10,10
3225,"[3] Socher, Richard, Cliff C. Lin, Chris Manning, and Andrew Y. Ng. ""Parsing natural scenes and natural language with recursive neural networks."" In Proceedings of the 28th international conference on machine learning (ICML-11), pp. 129-136. 2011.",reb_fine,rebuttal_other,10.0,10,10
3226,"[4] Choi, Edward, Mohammad Taha Bahadori, Andy Schuetz, Walter F. Stewart, and Jimeng Sun. ""Doctor ai: Predicting clinical events via recurrent neural networks."" In Machine Learning for Healthcare Conference, pp. 301-318. 2016.",reb_fine,rebuttal_other,10.0,10,10
3227,"[5] Che, Zhengping, Sanjay Purushotham, Kyunghyun Cho, David Sontag, and Yan Liu. ""Recurrent neural networks for multivariate time series with missing values."" Scientific reports 8, no. 1 (2018): 6085.",reb_fine,rebuttal_other,10.0,10,10
3228,"[6] Xu, Yanbo, Siddharth Biswal, Shriprasad R. Deshpande, Kevin O. Maher, and Jimeng Sun. ""RAIM: Recurrent Attentive and Intensive Model of Multimodal Patient Monitoring Data."" In Proceedings of the 24th ACM SIGKDD International Conference on Knowledge Discovery & Data Mining, pp. 2565-2573. ACM, 2018.",reb_fine,rebuttal_other,10.0,10,10
3229,Thank you for the detailed comments.,reb_fine,rebuttal_social,14.0,14,14
3230,"Our goal is to develop a quantitative understanding of AlphaGo Zero (AGZ), moving beyond the intuitive justification for the algorithms in the original work.",reb_fine,rebuttal_summary,16.0,1,16
3231,We believe that a rigorous mathematical analysis is crucial to provide a solid foundation for understanding AGZ and similar algorithms.,reb_fine,rebuttal_reject-criticism,12.0,1,12
3232,"This requires developing (i) a precise mathematical model, (ii) a quantitative performance bound within the model.",reb_fine,rebuttal_reject-criticism,12.0,1,12
3233,Our work takes an important step in this direction by modeling AGZ’s self-play and its supervised learning algorithm accurately.,reb_fine,rebuttal_reject-criticism,12.0,1,12
3234,"In particular, we use the turn-based game model to capture the self-play aspect.",reb_fine,rebuttal_reject-criticism,12.0,1,12
3235,"We develop a quantitative bound in terms of cross-entropy loss in supervised learning, which is the “metric” of choice in AGZ.",reb_fine,rebuttal_reject-criticism,12.0,1,12
3236,"While the cross-entropy loss seems intuitive, using it as a quantitative performance measure requires careful thought.",reb_fine,rebuttal_reject-criticism,12.0,1,12
3237,"For example, in Appendix F (page 19, 2nd paragraph), we discussed a scenario where this intuition is incorrect under a careless measure.",reb_fine,rebuttal_reject-criticism,12.0,1,12
3238,"That is, seemingly “obvious” algorithms can fail in the absence of a rigorous mathematical proof.",reb_fine,rebuttal_reject-criticism,12.0,1,12
3239,We agree that there is a gap between AGZ and our model.,reb_fine,rebuttal_concede-criticism,3.0,3,3
3240,"As mentioned in our paper, MCTS converges to the optimal policy for both classical MDPs and stochastic games.",reb_fine,rebuttal_summary,16.0,1,16
3241,"Hence in this paper, we model the AGZ’s MCTS policy by the optimal policy, and mainly focus on the other two key ingredients of AGZ, self-play and supervised learning.",reb_fine,rebuttal_summary,16.0,1,16
3242,It will be interesting to study how the error between MCTS and the optimal policy affects the iterative algorithm.,reb_fine,rebuttal_future,7.0,7,7
3243,This is a research direction we think is worth pursuing in the future.,reb_fine,rebuttal_future,7.0,7,7
3244,We also agree with the reviewer that some of our statements might be too strong.,reb_fine,rebuttal_concede-criticism,3.0,3,3
3245,"We will revise accordingly. Instead of ``immediate justification``, we believe this work does provide a first-step, formal framework towards a better theoretical understanding.",reb_fine,rebuttal_by-cr,2.0,2,2
3246,"We will also revise the title, perhaps to ``applying AGZ`` so as to make the connection to MDP more clear in our paper.",reb_fine,rebuttal_by-cr,2.0,2,2
3247,We would like to thank the reviewer for their feedback.,reb_fine,rebuttal_social,14.0,14,14
3248,We address each comment below individually with appropriate headings.,reb_fine,rebuttal_structuring,15.0,15,15
3249,- Summary,reb_fine,rebuttal_structuring,15.0,15,15
3250,"We would like to point out that the reviewer in the summary incorrectly described that our approach uses the ""triplet loss as a convex relaxation of the ordinal embedding problem"".",reb_fine,rebuttal_reject-criticism,12.0,1,12
3251,Using the triplet loss as a proxy does not make the problem convex.,reb_fine,rebuttal_reject-criticism,12.0,1,12
3252,- The relation between data distribution and hardness of ordinal embedding,reb_fine,rebuttal_structuring,15.0,15,15
3253,Ordinal embedding is NP-hard independent of the data distribution.,reb_fine,rebuttal_answer,1.0,1,1
3254,The paper “Landscape of non-convex quadratic feasibility” (Bower et al. 2018) can shed more light on this.,reb_fine,rebuttal_answer,1.0,1,1
3255,The equation (1) in this paper rephrases the ordinal embedding problem as a homogeneous quadratic feasibility problem.,reb_fine,rebuttal_answer,1.0,1,1
3256,"The constraint matrices of the problem (P_i in the paper), which correspond to the triplet inequalities, are all indefinite which makes the whole optimization NP-hard.",reb_fine,rebuttal_answer,1.0,1,1
3257,"Moreover, many of our experiments in this paper feature the uniform distribution, which does not satisfy any nice structural assumptions.",reb_fine,rebuttal_answer,1.0,1,1
3258,- Using a convex solver,reb_fine,rebuttal_structuring,15.0,15,15
3259,"As we pointed out earlier, using the triplet loss does not make the optimization problem convex and hence using a convex solver would not be possible here.",reb_fine,rebuttal_answer,1.0,1,1
3260,- “Equations (3) and (4):  isn't this the same as using the hinge loss to bound the zero-one loss?”,reb_fine,rebuttal_structuring,15.0,15,15
3261,"Yes, that is true.",reb_fine,rebuttal_answer,1.0,1,1
3262,Thank you for your comments and suggestions!,reb_fine,rebuttal_social,14.0,14,14
3263,Summary: our response includes (1) Clarification on math equations; (2) Analysis on diversity of additional agents; (3) Quantitative analysis for image translation.,reb_fine,rebuttal_summary,16.0,1,16
3264,** Clarification on Mathematics in Section 3.1 **,reb_fine,rebuttal_structuring,15.0,15,15
3265,We apologize for the confusions in Section 3.1.,reb_fine,rebuttal_concede-criticism,3.0,3,3
3266,"We have reorganized this section, as shown in our updated paper.",reb_fine,rebuttal_done,5.0,5,5
3267,For your questions:,reb_fine,rebuttal_structuring,15.0,15,15
3268,"1. About equation 8, indeed there is a typo and should be a ""partial"" sign in front of the ""\delta"" function in the numerator.",reb_fine,rebuttal_concede-criticism,3.0,15,3
3269,Thanks for pointing this out.,reb_fine,rebuttal_social,14.0,14,14
3270,2. The details of derivative estimation can be found in Section 3.1 (especially equation 9 and 10 in our updated version.,reb_fine,rebuttal_answer,1.0,5,1
3271,** Study on diversity of agents **,reb_fine,rebuttal_structuring,15.0,15,15
3272,1. You are right.,reb_fine,rebuttal_concede-criticism,3.0,3,3
3273,"We obtained distinct ""agents"" f_i and g_i through multiple independent runs with different random seeds and different input orders of the training samples.",reb_fine,rebuttal_answer,1.0,1,1
3274,"As far as we know, there's no common quantitative metric to measure the diversity among models in NMT.",reb_fine,rebuttal_reject-request,13.0,1,13
3275,"But we agree with you that intuitively, more diversity among agents leads to greater improvements.",reb_fine,rebuttal_concede-criticism,3.0,3,3
3276,"2. Following your suggestions, we add a study on the diversity of agents (presented in Appendix A of the updated paper).",reb_fine,rebuttal_done,5.0,5,5
3277,"We design three group of agents with different levels of diversity: (E1) Agents with the same network structure trained by independent runs, i.e., what we use in Section 3.3; (E2) Agents with different architectures and independent runs; (E3) Homogeneous agents of different iteration, i.e., the checkpoints obtained at different (but close) iterations from the same run.",reb_fine,rebuttal_summary,16.0,1,16
3278,We evaluate the above three settings on IWSLT2014 De<->En dataset.,reb_fine,rebuttal_summary,16.0,5,16
3279,The diversity of the above three settings would intuitively be (E2)>(E1)>(E3),reb_fine,rebuttal_summary,16.0,1,16
3280,.,reb_fine,rebuttal_summary,16.0,15,16
3281,"We present full results in Figure 4 (Appendix A), where the BLEU scores with Dual-5 model are:",reb_fine,rebuttal_summary,16.0,15,16
3282,--------------------------------------------------------,reb_fine,rebuttal_summary,16.0,15,16
3283,E1,reb_fine,rebuttal_summary,16.0,15,16
3284,E2             E3,reb_fine,rebuttal_summary,16.0,16,16
3285,--------------------------------------------------------,reb_fine,rebuttal_summary,16.0,15,16
3286,En -> De,reb_fine,rebuttal_summary,16.0,1,16
3287,35.44,reb_fine,rebuttal_summary,16.0,16,16
3288,35.56       34.97,reb_fine,rebuttal_summary,16.0,16,16
3289,De -> En,reb_fine,rebuttal_summary,16.0,15,16
3290,29.52,reb_fine,rebuttal_summary,16.0,16,16
3291,29.58       29.28,reb_fine,rebuttal_summary,16.0,16,16
3292,--------------------------------------------------------,reb_fine,rebuttal_summary,16.0,15,16
3293,"From the above results, we can see that diversity among agents indeed plays an important role in our method.",reb_fine,rebuttal_summary,16.0,1,16
3294,"There are, of course, many other ways to introduce more diversity, including using different optimization strategies, or training with different subsets as you suggested.",reb_fine,rebuttal_answer,1.0,1,1
3295,"All of these can potentially bring further improvements to our framework, yet are not the focus of this work.",reb_fine,rebuttal_mitigate-criticism,8.0,1,8
3296,"From the current studies, we show that our algorithm is able to achieve substantial improvement with a reasonable level of diversity.",reb_fine,rebuttal_summary,16.0,1,16
3297,We leave more comprehensive studies on diversity to future work.,reb_fine,rebuttal_future,7.0,7,7
3298,Please kindly refer to Appendix A for more detailed results.,reb_fine,rebuttal_structuring,15.0,15,15
3299,** Quantitative analysis for image translation **,reb_fine,rebuttal_structuring,15.0,15,15
3300,Thanks for your suggestions.,reb_fine,rebuttal_social,14.0,14,14
3301,"We add two quantitative measures on image translation tasks: (1) We use the Fréchet Inception Distance (FID score) [1], which measures the distance between generated images and real images to evaluate the painting to photos translation.",reb_fine,rebuttal_done,5.0,5,5
3302,"(2) We use ""FCN-score"" evaluation on the cityscape dataset following [2].",reb_fine,rebuttal_done,5.0,5,5
3303,The results are reported in Table 6 and Table 7 respectively.,reb_fine,rebuttal_structuring,15.0,15,15
3304,Multi-agent dual learning framework can achieve better quantitative results than the baselines.,reb_fine,rebuttal_answer,1.0,1,1
3305,*,reb_fine,rebuttal_structuring,15.0,15,15
3306,"* Term usage of ""multi-agents"" **",reb_fine,rebuttal_structuring,15.0,15,15
3307,"Although with the same term, the ""multi-agent"" or ""agent"" in this paper has no relationship with multi-agent reinforcement learning.",reb_fine,rebuttal_answer,1.0,1,1
3308,"You are right in that the term ""agent"" in our context refers to ""mapping"" or ""network"".",reb_fine,rebuttal_answer,1.0,3,1
3309,"To avoid further confusion in the discussion period, currently we decide not to change the term usage throughout the paper during rebuttal; instead, we will change the term after the acceptance/rejection decision.",reb_fine,rebuttal_reject-request,13.0,7,13
3310,You can check our updated paper with clarification and new experimental results.,reb_fine,rebuttal_structuring,15.0,15,15
3311,Thanks for your time and valuable feedbacks.,reb_fine,rebuttal_social,14.0,14,14
3312,"[1] Heusel, Martin, et al. ""Gans trained by a two time-scale update rule converge to a local nash equilibrium."" Advances in Neural Information Processing Systems.",reb_fine,rebuttal_other,10.0,10,10
3313,2017.,reb_fine,rebuttal_other,10.0,10,10
3314,"[2] Isola, Phillip, et al. ""Image-to-image translation with conditional adversarial networks."" In CVPR, 2017",reb_fine,rebuttal_other,10.0,10,10
3315,Thank you for your careful review and useful comments!,reb_fine,rebuttal_social,14.0,14,14
3316,"Overall, in response to your review and that of referee 3 we will include a more intuitive discussion of our results in the next revision of our text.",reb_fine,rebuttal_by-cr,2.0,2,2
3317,"To reply to your other specific comments,",reb_fine,rebuttal_structuring,15.0,15,15
3318,1) The intuition for batchnorm can be put in a more general setting.,reb_fine,rebuttal_answer,1.0,1,1
3319,"If a function f: X -> Y tends to spread out small clusters in the input space almost evenly in the output space, then one can expect that its gradients will be large typically.",reb_fine,rebuttal_answer,1.0,1,1
3320,"In our case, a batchnorm network can be understood as a function that sends a batch of inputs to a batch of outputs.",reb_fine,rebuttal_answer,1.0,1,1
3321,"In the appendix, we showed that the correlation between two different batches tend to a constant value independent of the input batches.",reb_fine,rebuttal_answer,1.0,1,1
3322,"No matter how close two input batches are, the output batches will have the same “distance” from each other -- small movements in the input space leads to large movements in the output space.",reb_fine,rebuttal_answer,1.0,1,1
3323,Thus we can expect the gradients to be large as well.,reb_fine,rebuttal_answer,1.0,1,1
3324,We have added a new figure to the Appendix to further support this intuition.,reb_fine,rebuttal_answer,1.0,5,1
3325,"In it, we pass through a linear batchnorm network 2 minibatches.",reb_fine,rebuttal_answer,1.0,1,1
3326,Both minibatches contain points on the same circle and 1 point off the circle that is unique to each minibatch.,reb_fine,rebuttal_answer,1.0,1,1
3327,"While the circle in each minibatch will remain an ellipse as they are propagated through the network, the angle between the planes spanned by them increasingly becomes chaotic with depth.",reb_fine,rebuttal_answer,1.0,1,1
3328,"3) As observed in [1] and [2], depthwise convergence to covariance fixed points is bad for training, and the best networks are either moderately deep or initialized such that the depthwise convergence rate to the fixed point is as slow as possible.",reb_fine,rebuttal_answer,1.0,1,1
3329,We observe that deep networks whose activation statistics resemble a non-BSB1 fixed point typically feature worse gradient explosion than BSB1 networks.,reb_fine,rebuttal_answer,1.0,1,1
3330,"This seems to be because the nonlinearities that induce these fixed points increase rapidly (for example, polynomials with high degrees), so that the corresponding derivatives are also large, causing gradient explosion.",reb_fine,rebuttal_answer,1.0,1,1
3331,"(The reason that rapidly increasing nonlinearities don’t converge to BSB1 fixed points is that, after a spontaneous symmetry-breaking, begins a “winner-take-all” covariance dynamics, in which the activations of a few examples in the batch suddenly dominates those of the others in the batch, and this dominance persists across each layer.)",reb_fine,rebuttal_answer,1.0,1,1
3332,4) We were a bit confused by what was meant by “practice” here.,reb_fine,rebuttal_reject-criticism,12.0,1,12
3333,We have thoroughly verified that for realistic input distributions (MNIST and CIFAR10) and common initialization strategies (weights that are randomly distributed) our theory makes accurate prediction.,reb_fine,rebuttal_refute-question,11.0,1,11
3334,"Moreover, we have shown that these predictions can be connected to practice in the sense that they predict whether or not the network can be trained.",reb_fine,rebuttal_refute-question,11.0,1,11
3335,"Having said this, if by practice you meant that the neural network is accurately described by our theory during training then we do not expect this to be true. We are happy to emphasize this in the camera ready.",reb_fine,rebuttal_by-cr,2.0,3,2
3336,"If this did not properly address your question, please feel free to let us to know and we will improve this response!",reb_fine,rebuttal_social,14.0,14,14
3337,"[1] S. S. Schoenholz, J. Gilmer, S. Ganguli, J. Sohl-Dickstein.",reb_fine,rebuttal_other,10.0,10,10
3338,Deep Information Propagation (https://arxiv.org/abs/1611.01232),reb_fine,rebuttal_other,10.0,10,10
3339,"[2] L. Xiao, Y. Bahri, J. Sohl-Dickstein, S. S. Schoenholz, J. Pennington. Dynamical Isometry and a Mean Field Theory of CNNs: How to Train 10,000-Layer Vanilla Convolutional Neural Networks (https://arxiv.org/abs/1806.05393)",reb_fine,rebuttal_other,10.0,10,10
3340,1.,reb_fine,rebuttal_structuring,15.0,15,15
3341,The purpose of the counterexample is only to show that there exists some spurious solutions to GANs with general DeepSets-style discriminator for point clouds.,reb_fine,rebuttal_reject-criticism,12.0,1,12
3342,"We agree that setup we selected is destined to fail, but it was done on purpose to illustrate the presence of spurious solutions.",reb_fine,rebuttal_reject-criticism,12.0,3,12
3343,A good generator and discriminator would definitely be a solution as well.,reb_fine,rebuttal_reject-criticism,12.0,1,12
3344,"However, solutions during optimization might not always correspond to such good solutions and can also correspond to the demonstrated spurious solutions.",reb_fine,rebuttal_reject-criticism,12.0,1,12
3345,"We found empirically that GAN with simple DeepSet-like discriminator most of the times fails to learn to generate point clouds even after converging, however, it does sometimes results in reasonable generations (although worse than proposed PC-GAN).",reb_fine,rebuttal_reject-criticism,12.0,1,12
3346,"So, we do not consider the argument to be unrealistic as we often observe the degeneracy.",reb_fine,rebuttal_reject-criticism,12.0,1,12
3347,So the message here is that we need additional constraints for GANs with simple DeepSet-like discriminator to exclude such bad solutions and lead to a more stable training.,reb_fine,rebuttal_reject-criticism,12.0,1,12
3348,"Other architectures like RNN might work, but they are not permutation invariant, which is a desirable property for set data like point clouds.",reb_fine,rebuttal_reject-criticism,12.0,1,12
3349,"More comparisons between using RNN and DeepSets for other tasks on set data can refer to Zaheer et al., (2017).",reb_fine,rebuttal_reject-criticism,12.0,1,12
3350,2.,reb_fine,rebuttal_structuring,15.0,15,15
3351,"As we discussed in the end of Section 3, ALI and BiGan’s goal is to match (z, G(z)) and (Q(X), X), which aims to infer the random noise z and enforce the latent code to follow noise  distribution (e.g. Gaussian).",reb_fine,rebuttal_summary,16.0,1,16
3352,"On the other hand, we do not enforce Q(X) to follow from Gaussian.",reb_fine,rebuttal_reject-criticism,12.0,1,12
